Sale_Month,weight_monthly_profit_margin,avgweighprofitmargin
2023-05-01,11.332,19.642675111773471
2023-05-01,5.639,19.642675111773471
2023-05-01,6.854,19.642675111773471
2023-05-01,16.852,19.642675111773471
2023-05-01,3.969,19.642675111773471
2023-05-01,11.446,19.642675111773471
2023-05-01,7.454,19.642675111773471
2023-05-01,0.363,19.642675111773471
2023-05-01,15.625,19.642675111773471
2023-05-01,34.803,19.642675111773471
2023-05-01,10.357,19.642675111773471
2023-05-01,11.008,19.642675111773471
2023-05-01,5.109,19.642675111773471
2023-05-01,16.512,19.642675111773471
2023-05-01,10.586,19.642675111773471
2023-05-01,7.947,19.642675111773471
2023-05-01,11.575,19.642675111773471
2023-05-01,2.592,19.642675111773471
2023-05-01,3.059,19.642675111773471
2023-05-01,16.779,19.642675111773471
2023-05-01,1.337,19.642675111773471
2023-05-01,5.647,19.642675111773471
2023-05-01,26.468,19.642675111773471
2023-05-01,15.016,19.642675111773471
2023-05-01,9.1,19.642675111773471
2023-05-01,8.616,19.642675111773471
2023-05-01,5.85,19.642675111773471
2023-05-01,14.719,19.642675111773471
2023-05-01,6.43,19.642675111773471
2023-05-01,1.134,19.642675111773471
2023-05-01,11.888,19.642675111773471
2023-05-01,7.318,19.642675111773471
2023-05-01,12.973,19.642675111773471
2023-05-01,16.103,19.642675111773471
2023-05-01,13.454,19.642675111773471
2023-05-01,15.629,19.642675111773471
2023-05-01,35.47,19.642675111773471
2023-05-01,0.612,19.642675111773471
2023-05-01,20.263,19.642675111773471
2023-06-01,13.645,19.642675111773471
2023-06-01,14.833,19.642675111773471
2023-06-01,390.045,19.642675111773471
2023-06-01,5.429,19.642675111773471
2023-06-01,15.472,19.642675111773471
2023-06-01,5.961,19.642675111773471
2023-06-01,222.598,19.642675111773471
2023-06-01,28.89,19.642675111773471
2023-06-01,44.328,19.642675111773471
2023-06-01,10.325,19.642675111773471
2023-06-01,351.426,19.642675111773471
2023-06-01,6.14,19.642675111773471
2023-06-01,46.64,19.642675111773471
2023-06-01,60.059,19.642675111773471
2023-06-01,22.757,19.642675111773471
2023-06-01,13.698,19.642675111773471
2023-06-01,14.176,19.642675111773471
2023-06-01,9.515,19.642675111773471
2023-06-01,6.522,19.642675111773471
2023-06-01,82.612,19.642675111773471
2023-06-01,9.758,19.642675111773471
2023-06-01,7.683,19.642675111773471
2023-06-01,0.73,19.642675111773471
2023-06-01,3.478,19.642675111773471
2023-06-01,16.621,19.642675111773471
2023-06-01,7.453,19.642675111773471
2023-06-01,6.266,19.642675111773471
2023-06-01,14.819,19.642675111773471
2023-06-01,14.166,19.642675111773471
2023-06-01,12.818,19.642675111773471
2023-06-01,6.801,19.642675111773471
2023-06-01,5.09,19.642675111773471
2023-06-01,17.148,19.642675111773471
2023-06-01,13.303,19.642675111773471
2023-06-01,3.556,19.642675111773471
2023-06-01,4.002,19.642675111773471
2023-06-01,5.528,19.642675111773471
2023-06-01,9.005,19.642675111773471
2023-06-01,15.309,19.642675111773471
2023-06-01,12.639,19.642675111773471
2023-06-01,1.411,19.642675111773471
2023-06-01,4.169,19.642675111773471
2023-06-01,3.708,19.642675111773471
2023-06-01,23.003,19.642675111773471
2023-06-01,131.448,19.642675111773471
2023-06-01,2.843,19.642675111773471
2023-06-01,8.24,19.642675111773471
2023-06-01,24.748,19.642675111773471
2023-06-01,1.306,19.642675111773471
2023-06-01,31.052,19.642675111773471
2023-06-01,4.632,19.642675111773471
2023-06-01,14.463,19.642675111773471
2023-06-01,12.633,19.642675111773471
2023-06-01,5.393,19.642675111773471
2023-06-01,3.98,19.642675111773471
2023-06-01,8.121,19.642675111773471
2023-06-01,3.83,19.642675111773471
2023-06-01,3.394,19.642675111773471
2023-06-01,13.045,19.642675111773471
2023-06-01,6.757,19.642675111773471
2023-07-01,0.344,19.642675111773471
2023-07-01,5.014,19.642675111773471
2023-07-01,24.798,19.642675111773471
2023-07-01,15.382,19.642675111773471
2023-07-01,12.141,19.642675111773471
2023-07-01,10.773,19.642675111773471
2023-07-01,5.047,19.642675111773471
2023-07-01,2.873,19.642675111773471
2023-07-01,8.906,19.642675111773471
2023-07-01,7.459,19.642675111773471
2023-07-01,12.131,19.642675111773471
2023-07-01,169.436,19.642675111773471
2023-07-01,1.661,19.642675111773471
2023-07-01,18.068,19.642675111773471
2023-07-01,8.076,19.642675111773471
2023-07-01,13.178,19.642675111773471
2023-07-01,10.391,19.642675111773471
2023-07-01,0.884,19.642675111773471
2023-07-01,25.104,19.642675111773471
2023-07-01,1.501,19.642675111773471
2023-07-01,22.457,19.642675111773471
2023-07-01,15.045,19.642675111773471
2023-07-01,20.594,19.642675111773471
2023-07-01,9.93,19.642675111773471
2023-07-01,15.293,19.642675111773471
2023-07-01,3.436,19.642675111773471
2023-07-01,9.259,19.642675111773471
2023-07-01,38.804,19.642675111773471
2023-07-01,21.055,19.642675111773471
2023-07-01,16.202,19.642675111773471
2023-07-01,18.169,19.642675111773471
2023-07-01,7.577,19.642675111773471
2023-07-01,3.682,19.642675111773471
2023-07-01,5.396,19.642675111773471
2023-07-01,18.72,19.642675111773471
2023-07-01,15.451,19.642675111773471
2023-07-01,7.962,19.642675111773471
2023-07-01,4.13,19.642675111773471
2023-07-01,14.972,19.642675111773471
2023-07-01,18.533,19.642675111773471
2023-07-01,9.59,19.642675111773471
2023-07-01,7.053,19.642675111773471
2023-07-01,7.743,19.642675111773471
2023-07-01,4.524,19.642675111773471
2023-08-01,7.489,19.642675111773471
2023-08-01,10.113,19.642675111773471
2023-08-01,0.963,19.642675111773471
2023-08-01,10.395,19.642675111773471
2023-08-01,13.101,19.642675111773471
2023-08-01,15.955,19.642675111773471
2023-08-01,31.616,19.642675111773471
2023-08-01,10.969,19.642675111773471
2023-08-01,27.641,19.642675111773471
2023-08-01,84.815,19.642675111773471
2023-08-01,15.441,19.642675111773471
2023-08-01,7.857,19.642675111773471
2023-08-01,12.746,19.642675111773471
2023-08-01,3.125,19.642675111773471
2023-08-01,9.462,19.642675111773471
2023-08-01,25.742,19.642675111773471
2023-08-01,1.675,19.642675111773471
2023-08-01,14.052,19.642675111773471
2023-08-01,8.554,19.642675111773471
2023-08-01,7.058,19.642675111773471
2023-08-01,1.891,19.642675111773471
2023-08-01,6.603,19.642675111773471
2023-08-01,9.842,19.642675111773471
2023-08-01,13.118,19.642675111773471
2023-08-01,11.172,19.642675111773471
2023-08-01,21.161,19.642675111773471
2023-08-01,18.56,19.642675111773471
2023-08-01,11.188,19.642675111773471
2023-08-01,5.846,19.642675111773471
2023-08-01,2.307,19.642675111773471
2023-08-01,5.33,19.642675111773471
2023-08-01,25.153,19.642675111773471
2023-08-01,9.238,19.642675111773471
2023-08-01,5.948,19.642675111773471
2023-08-01,8.786,19.642675111773471
2023-08-01,3.328,19.642675111773471
2023-08-01,188.151,19.642675111773471
2023-08-01,11.686,19.642675111773471
2023-08-01,7.089,19.642675111773471
2023-08-01,49.063,19.642675111773471
2023-08-01,7.451,19.642675111773471
2023-08-01,7.384,19.642675111773471
2023-08-01,17.545,19.642675111773471
2023-08-01,3.93,19.642675111773471
2023-08-01,7.642,19.642675111773471
2023-08-01,103.712,19.642675111773471
2023-08-01,13.639,19.642675111773471
2023-08-01,37.011,19.642675111773471
2023-08-01,9.318,19.642675111773471
2023-08-01,29.922,19.642675111773471
2023-08-01,5.218,19.642675111773471
2023-08-01,2.894,19.642675111773471
2023-08-01,6.456,19.642675111773471
2023-08-01,6.331,19.642675111773471
2023-08-01,12.316,19.642675111773471
2023-08-01,15.134,19.642675111773471
2023-08-01,11.721,19.642675111773471
2023-08-01,9.309,19.642675111773471
2023-08-01,4.187,19.642675111773471
2023-08-01,7.774,19.642675111773471
2023-08-01,11.853,19.642675111773471
2023-09-01,19.462,19.642675111773471
2023-09-01,24.755,19.642675111773471
2023-09-01,11.297,19.642675111773471
2023-09-01,17.257,19.642675111773471
2023-09-01,21.152,19.642675111773471
2023-09-01,2.832,19.642675111773471
2023-09-01,36.834,19.642675111773471
2023-09-01,17.597,19.642675111773471
2023-09-01,6.392,19.642675111773471
2023-09-01,4.964,19.642675111773471
2023-09-01,18.787,19.642675111773471
2023-09-01,36.864,19.642675111773471
2023-09-01,26.143,19.642675111773471
2023-09-01,119.072,19.642675111773471
2023-09-01,10.654,19.642675111773471
2023-09-01,1.49,19.642675111773471
2023-09-01,23.558,19.642675111773471
2023-09-01,3.543,19.642675111773471
2023-09-01,10.639,19.642675111773471
2023-09-01,69.614,19.642675111773471
2023-09-01,10.419,19.642675111773471
2023-09-01,3.402,19.642675111773471
2023-09-01,11.591,19.642675111773471
2023-09-01,10.692,19.642675111773471
2023-09-01,44.049,19.642675111773471
2023-09-01,10.735,19.642675111773471
2023-09-01,0.358,19.642675111773471
2023-09-01,5.819,19.642675111773471
2023-09-01,12.779,19.642675111773471
2023-09-01,6.98,19.642675111773471
2023-09-01,18.562,19.642675111773471
2023-09-01,225.687,19.642675111773471
2023-09-01,4.592,19.642675111773471
2023-09-01,13.675,19.642675111773471
2023-09-01,4.129,19.642675111773471
2023-09-01,54.028,19.642675111773471
2023-09-01,9.742,19.642675111773471
2023-09-01,17.062,19.642675111773471
2023-09-01,7.124,19.642675111773471
2023-09-01,1.6,19.642675111773471
2023-09-01,15.398,19.642675111773471
2023-09-01,24.844,19.642675111773471
2023-09-01,49.133,19.642675111773471
2023-09-01,6.484,19.642675111773471
2023-09-01,34.166,19.642675111773471
2023-09-01,10.167,19.642675111773471
2023-10-01,17.932,19.642675111773471
2023-10-01,8.157,19.642675111773471
2023-10-01,43.257,19.642675111773471
2023-10-01,14.333,19.642675111773471
2023-10-01,14.849,19.642675111773471
2023-10-01,13.106,19.642675111773471
2023-10-01,10.483,19.642675111773471
2023-10-01,13.745,19.642675111773471
2023-10-01,8.361,19.642675111773471
2023-10-01,21.164,19.642675111773471
2023-10-01,14.621,19.642675111773471
2023-10-01,10.714,19.642675111773471
2023-10-01,32.094,19.642675111773471
2023-10-01,4.309,19.642675111773471
2023-10-01,509.451,19.642675111773471
2023-10-01,5.96,19.642675111773471
2023-10-01,18.681,19.642675111773471
2023-10-01,15.722,19.642675111773471
2023-10-01,3.443,19.642675111773471
2023-10-01,6.345,19.642675111773471
2023-10-01,12.211,19.642675111773471
2023-10-01,15.632,19.642675111773471
2023-10-01,9.403,19.642675111773471
2023-10-01,15.15,19.642675111773471
2023-10-01,9.747,19.642675111773471
2023-10-01,18.704,19.642675111773471
2023-10-01,2.369,19.642675111773471
2023-10-01,74.736,19.642675111773471
2023-10-01,11.177,19.642675111773471
2023-10-01,9.17,19.642675111773471
2023-10-01,20.373,19.642675111773471
2023-10-01,24.586,19.642675111773471
2023-10-01,13.548,19.642675111773471
2023-10-01,2.907,19.642675111773471
2023-10-01,2.091,19.642675111773471
2023-10-01,1.982,19.642675111773471
2023-10-01,32.392,19.642675111773471
2023-10-01,2.405,19.642675111773471
2023-10-01,3.641,19.642675111773471
2023-10-01,4.105,19.642675111773471
2023-10-01,2.274,19.642675111773471
2023-10-01,28.614,19.642675111773471
2023-10-01,15.221,19.642675111773471
2023-10-01,12.787,19.642675111773471
2023-10-01,23.23,19.642675111773471
2023-10-01,3.116,19.642675111773471
2023-10-01,7.299,19.642675111773471
2023-10-01,7.244,19.642675111773471
2023-10-01,7.15,19.642675111773471
2023-10-01,17.23,19.642675111773471
2023-10-01,18.898,19.642675111773471
2023-10-01,218.768,19.642675111773471
2023-10-01,24.094,19.642675111773471
2023-10-01,10.207,19.642675111773471
2023-10-01,7.043,19.642675111773471
2023-10-01,7.009,19.642675111773471
2023-11-01,89.724,19.642675111773471
2023-11-01,1.287,19.642675111773471
2023-11-01,12.362,19.642675111773471
2023-11-01,8.826,19.642675111773471
2023-11-01,20.774,19.642675111773471
2023-11-01,10.568,19.642675111773471
2023-11-01,13.778,19.642675111773471
2023-11-01,77.372,19.642675111773471
2023-11-01,19.523,19.642675111773471
2023-11-01,3.586,19.642675111773471
2023-11-01,10.659,19.642675111773471
2023-11-01,5.712,19.642675111773471
2023-11-01,9.101,19.642675111773471
2023-11-01,11.063,19.642675111773471
2023-11-01,26.324,19.642675111773471
2023-11-01,8.898,19.642675111773471
2023-11-01,53.096,19.642675111773471
2023-11-01,11.803,19.642675111773471
2023-11-01,16.816,19.642675111773471
2023-11-01,11.319,19.642675111773471
2023-11-01,5.588,19.642675111773471
2023-11-01,2.112,19.642675111773471
2023-11-01,3.38,19.642675111773471
2023-11-01,4.779,19.642675111773471
2023-11-01,26.494,19.642675111773471
2023-11-01,3.68,19.642675111773471
2023-11-01,4.179,19.642675111773471
2023-11-01,31.72,19.642675111773471
2023-11-01,75.023,19.642675111773471
2023-11-01,26.267,19.642675111773471
2023-11-01,13.772,19.642675111773471
2023-11-01,1.509,19.642675111773471
2023-11-01,10.32,19.642675111773471
2023-11-01,10.41,19.642675111773471
2023-11-01,9.812,19.642675111773471
2023-11-01,38.844,19.642675111773471
2023-11-01,3.944,19.642675111773471
2023-11-01,6.746,19.642675111773471
2023-11-01,13.907,19.642675111773471
2023-11-01,15.405,19.642675111773471
2023-11-01,27.022,19.642675111773471
2023-11-01,86.219,19.642675111773471
2023-11-01,3.435,19.642675111773471
2023-11-01,9.937,19.642675111773471
2023-11-01,13.795,19.642675111773471
2023-11-01,8.873,19.642675111773471
2023-11-01,74.18,19.642675111773471
2023-11-01,2.719,19.642675111773471
2023-11-01,22.767,19.642675111773471
2023-11-01,5.572,19.642675111773471
2023-11-01,22.067,19.642675111773471
2023-11-01,6.625,19.642675111773471
2023-11-01,13.999,19.642675111773471
2023-11-01,33.399,19.642675111773471
2023-11-01,4.194,19.642675111773471
2023-11-01,23.158,19.642675111773471
2023-11-01,28.582,19.642675111773471
2023-11-01,14.151,19.642675111773471
2023-11-01,6.34,19.642675111773471
2023-12-01,14.776,19.642675111773471
2023-12-01,1.351,19.642675111773471
2023-12-01,31.583,19.642675111773471
2023-12-01,15.972,19.642675111773471
2023-12-01,4.465,19.642675111773471
2023-12-01,5.707,19.642675111773471
2023-12-01,22.987,19.642675111773471
2023-12-01,3.453,19.642675111773471
2023-12-01,6.191,19.642675111773471
2023-12-01,0.231,19.642675111773471
2023-12-01,4.719,19.642675111773471
2023-12-01,10.785,19.642675111773471
2023-12-01,1.269,19.642675111773471
2023-12-01,11.659,19.642675111773471
2023-12-01,2.089,19.642675111773471
2023-12-01,3.155,19.642675111773471
2023-12-01,19.04,19.642675111773471
2023-12-01,29.566,19.642675111773471
2023-12-01,28.542,19.642675111773471
2023-12-01,24.742,19.642675111773471
2023-12-01,30.49,19.642675111773471
2023-12-01,3.213,19.642675111773471
2023-12-01,3.947,19.642675111773471
2023-12-01,9.765,19.642675111773471
2023-12-01,9.494,19.642675111773471
2023-12-01,13.0,19.642675111773471
2023-12-01,3.749,19.642675111773471
2023-12-01,5.045,19.642675111773471
2023-12-01,51.839,19.642675111773471
2023-12-01,16.964,19.642675111773471
2023-12-01,10.85,19.642675111773471
2023-12-01,30.754,19.642675111773471
2023-12-01,5.187,19.642675111773471
2023-12-01,69.598,19.642675111773471
2023-12-01,0.908,19.642675111773471
2023-12-01,5.595,19.642675111773471
2023-12-01,9.166,19.642675111773471
2023-12-01,10.707,19.642675111773471
2023-12-01,8.012,19.642675111773471
2023-12-01,8.643,19.642675111773471
2023-12-01,5.435,19.642675111773471
2023-12-01,4.103,19.642675111773471
2023-12-01,16.353,19.642675111773471
2023-12-01,5.02,19.642675111773471
2023-12-01,11.882,19.642675111773471
2023-12-01,58.103,19.642675111773471
2023-12-01,6.662,19.642675111773471
2023-12-01,9.263,19.642675111773471
2023-12-01,6.634,19.642675111773471
2023-12-01,18.383,19.642675111773471
2023-12-01,18.523,19.642675111773471
2023-12-01,11.416,19.642675111773471
2023-12-01,3.589,19.642675111773471
2023-12-01,22.433,19.642675111773471
2023-12-01,23.715,19.642675111773471
2023-12-01,38.264,19.642675111773471
2023-12-01,10.268,19.642675111773471
2023-12-01,17.089,19.642675111773471
2024-01-01,26.932,19.642675111773471
2024-01-01,135.865,19.642675111773471
2024-01-01,396.657,19.642675111773471
